AppName,RelPath,File,SourceCategory,SourceKind,Line,Func,QueryHash,ObjectName,DbName,SchemaName,BaseName,IsCrossDb,IsLinkedServer,Role,DmlKind,IsWrite,IsObjectNameDynamic,IsPseudoObject,PseudoKind
dotnet-sample,clsDataAccess2.cs,clsDataAccess2.cs,code,csharp,1925,calculateORI2,e6cc4bd144e3aee630a895f97ccf3dad823e28da,dbo.sp,,dbo,sp,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDataAccess2.cs,clsDataAccess2.cs,code,csharp,1968,calculateORI2,0c9017df1417bdb1d54fe890a3936ab4c707749b,dbo.OMTrxSecPreBook,,dbo,OMTrxSecPreBook,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDataAccess2.cs,clsDataAccess2.cs,code,csharp,2016,calculateORI2,c74f975e38077ba593b88a8687da0107cd869787,dbo.SecurityCheckAccount,,dbo,SecurityCheckAccount,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDataAccess2.cs,clsDataAccess2.cs,code,csharp,2057,subUpdateSequenceBlock,e1991d0f8541f0978f40c103051bf6a5034c096d,dbo.TRSUpdateBlokirSwitchingTransaction,,dbo,TRSUpdateBlokirSwitchingTransaction,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDataAccess2.cs,clsDataAccess2.cs,code,csharp,2092,LogFLDCPY,3f74d554018a59675411ba41708977606d5e6f1a,dbo.MXINTFCPYInLog,,dbo,MXINTFCPYInLog,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDataAccess2.cs,clsDataAccess2.cs,code,csharp,2114,LogFLDDEAL,813f09004b7e5d8aca80a676c76c453303ce06da,dbo.MXINTFDEALInLog,,dbo,MXINTFDEALInLog,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDataAccess2.cs,clsDataAccess2.cs,code,csharp,2128,isUsingMQ,ca94b68aced44c3f1b9814f33cb772e13c4742b1,dbo.TRSLelangGetParam,,dbo,TRSLelangGetParam,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDataAccess2.cs,clsDataAccess2.cs,code,csharp,2166,isUsingMQ,5c2e16567307eaa32a2e8bbfd3ce19bcc8e04e73,dbo.TRSAddInfoXMLInterfaceToMX,,dbo,TRSAddInfoXMLInterfaceToMX,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDataAccess2.cs,clsDataAccess2.cs,code,csharp,2202,isUsingMQ,bd3d08eed9d5dc50e31754e3de49f7311bbda25a,dbo.ORISBNIDeleteTransactionData,,dbo,ORISBNIDeleteTransactionData,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDataAccess2.cs,clsDataAccess2.cs,code,csharp,2252,isUsingMQ,21af46e0f57193faded56c9eecc1483446d639a5,dbo.TRSObliGetNotifAPIParam,,dbo,TRSObliGetNotifAPIParam,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDataAccess2.cs,clsDataAccess2.cs,code,csharp,228,NTIInsertNew,17a4762dcca58a5db7ec23ad66322a093a9b1587,dbo.OMBranchingNTI,,dbo,OMBranchingNTI,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDataAccess2.cs,clsDataAccess2.cs,code,csharp,256,clsDataAccess2.cs@L256,fff50cc0d9590ee7934ef94dc343dfe0243ddd9b,dbo.TRSPopulateMasterNasabahForMurex,,dbo,TRSPopulateMasterNasabahForMurex,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDataAccess2.cs,clsDataAccess2.cs,code,csharp,353,UpdateStatusTreasuryCust,0ff1c4f724a0b28224a2040864d405f5b7cab88a,dbo.OMUpdateStatusTreasuryCust,,dbo,OMUpdateStatusTreasuryCust,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDataAccess2.cs,clsDataAccess2.cs,code,csharp,367,GetSystemNIK,d9cd47b5bd2c3f639e0085491e4c011e835180d8,dbo.OMGetSystemNIK,,dbo,OMGetSystemNIK,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDataAccess2.cs,clsDataAccess2.cs,code,csharp,395,GetSystemNIK,21af46e0f57193faded56c9eecc1483446d639a5,dbo.TRSObliGetNotifAPIParam,,dbo,TRSObliGetNotifAPIParam,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDataAccess2.cs,clsDataAccess2.cs,code,csharp,448,clsDataAccess2.cs@L448,d0c071868f32dde2a55ec73ee8b15a9287ff81db,dbo.TRSCallNotifAPILog,,dbo,TRSCallNotifAPILog,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDataAccess2.cs,clsDataAccess2.cs,code,csharp,491,clsDataAccess2.cs@L491,21af46e0f57193faded56c9eecc1483446d639a5,dbo.TRSObliGetNotifAPIParam,,dbo,TRSObliGetNotifAPIParam,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDataAccess2.cs,clsDataAccess2.cs,code,csharp,548,clsDataAccess2.cs@L548,2102c7974f6f47b07079e6c54859eca55194059c,dbo.TRSObliGetAPI,,dbo,TRSObliGetAPI,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDataAccess2.cs,clsDataAccess2.cs,code,csharp,601,clsDataAccess2.cs@L601,e70f1dc0c064fce5cf494b1b6cb0e4b9af19d865,dbo.TRSObliAPICreateLog,,dbo,TRSObliAPICreateLog,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDataAccess2.cs,clsDataAccess2.cs,code,csharp,606,APIGetErrorMapping,57a4f36ede9a33f9156b2727c820f9f2ba217ab6,dbo.TRSORIGetAPIErrorMapping,,dbo,TRSORIGetAPIErrorMapping,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDataAccess2.cs,clsDataAccess2.cs,code,csharp,617,ConvertTIBCOResponse,b4f03a4e611a74e1160490514f557b5647e611db,dbo.ProCIFP2Parse,,dbo,ProCIFP2Parse,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDataAccess2.cs,clsDataAccess2.cs,code,csharp,685,ConvertTIBCOResponse,a3a3751979ea260140a018ca7acc78d9f2fa65a6,dbo.TRSORIOnlinePopulateHist,,dbo,TRSORIOnlinePopulateHist,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDataAccess2.cs,clsDataAccess2.cs,code,csharp,732,clsDataAccess2.cs@L732,b43a5b763b6306ceb84cfcf986c2aef08e432df5,dbo.TRSORIOnlineGetBlockAccountData,,dbo,TRSORIOnlineGetBlockAccountData,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDataAccess2.cs,clsDataAccess2.cs,code,csharp,777,clsDataAccess2.cs@L777,58a68e762c364e0a52f90df6b47ab26a16031e63,dbo.TRSORIOnlineNewTransaction,,dbo,TRSORIOnlineNewTransaction,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDataAccess2.cs,clsDataAccess2.cs,code,csharp,843,clsDataAccess2.cs@L843,407213e443d3d5c3098100c151636728de63ade4,dbo.TRSORICheckProductEligibility,,dbo,TRSORICheckProductEligibility,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDataAccess2.cs,clsDataAccess2.cs,code,csharp,889,clsDataAccess2.cs@L889,e08f0b45ff78a5a22a642a533e3f79143db45887,dbo.TRSORIUpdateStatusPembayaranOnline,,dbo,TRSORIUpdateStatusPembayaranOnline,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDataAccess2.cs,clsDataAccess2.cs,code,csharp,919,ORI_Online_GetProductDetail,8a31c664d21b062d9a097b534c34aa73854c7a37,dbo.TRSORIGetProductDetail,,dbo,TRSORIGetProductDetail,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDataAccess2.cs,clsDataAccess2.cs,code,csharp,959,ORI_Online_GetProductDetail,60b65894a796d4170ffce03ea58b95a1db6d3960,dbo.ORISBNIPopulateRegisterInvestor,,dbo,ORISBNIPopulateRegisterInvestor,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDataAccess2.cs,clsDataAccess2.cs,code,csharp,998,ORI_Online_GetProductDetail,bb7a5f94a9e19fecf644a16811cd1438f3bc8edd,dbo.ORISBNISubmitInvestorPending,,dbo,ORISBNISubmitInvestorPending,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1005,CustodyUploadPopulateAuthMain,440ca1e8fcc57823b9faa1e21cb840317c80d972,dbo.TRSCustodyUploadPopulatePendingAuthMain,,dbo,TRSCustodyUploadPopulatePendingAuthMain,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1014,CustodyUploadPopulateAuthDetail,4c00a9840a9e69f6e93c93a9f63baec2cc2633de,dbo.TRSCustodyUploadPopulatePendingAuthDetail,,dbo,TRSCustodyUploadPopulatePendingAuthDetail,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1024,CustodyUploadProcessAuth,dcda04e6df70e9e21aeabed7325e84f3fdb04d2c,dbo.TRSCustodyUploadProcessAuth,,dbo,TRSCustodyUploadProcessAuth,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1037,CustodyUploadValidateCutoff,cdaba66f7d5c4700094c173c26f3cbec91e03313,dbo.TRSCustodyUploadValidateCutoff,,dbo,TRSCustodyUploadValidateCutoff,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,104,subTRSGetSecurityCurrency,96ddbaa1f41c3e73eb5d1437a57061664c55a7ae,dbo.TRSGetSecurityCurrency,,dbo,TRSGetSecurityCurrency,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1056,CustodyUploadCheckExisting,786f998bf8a6a2bd59ecd3fa7116822af37c4ae1,dbo.TRSCustodyUploadCheckExistingData,,dbo,TRSCustodyUploadCheckExistingData,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1068,CustodyUploadMonitorFile,2d0e38953cc0857accfe863b2e762d5e6f2d868f,dbo.TRSCustodyMonitorFile,,dbo,TRSCustodyMonitorFile,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1084,GetComboItem,b0440b8f0da79c67b2918e9eb3fcded6714bcaca,dbo.TRSGeneralGetComboItem,,dbo,TRSGeneralGetComboItem,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1091,subTRSPopulateSellerTemplate,6a867d811fffbd0f4611f26e60baf1e5c446d4b4,dbo.TRSPopulateSellerTemplate,,dbo,TRSPopulateSellerTemplate,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1104,subUploadDataSeller,392a2c3937153be22ff280b7a387127751a25227,dbo.TRSUploadDataSeller,,dbo,TRSUploadDataSeller,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1127,subTRSValidateCutOffTimeTrxEarlyRedem,efd5b2308bccbb4ff25ecad6c6d6ec6806067584,dbo.trs_ValidateCutOffTimeTrxEarlyRedem,,dbo,trs_ValidateCutOffTimeTrxEarlyRedem,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,115,subtrs_ListSecurityMaster_TM,e0fecfd9fcdde42bc733ce8152b89ed26d51d9f7,dbo.trs_ListSecurityMaster_TM,,dbo,trs_ListSecurityMaster_TM,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1157,subTRSPopulateEarlyRedemAuthorization,b0672a11a5f9996ca0d5c6e93c15449531188d1e,dbo.TRSPopulateEarlyRedemAuthorization,,dbo,TRSPopulateEarlyRedemAuthorization,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1171,subTRSProcessEarlyRedemAuthorization,6ca923b269da5f37e760dd8512f335ccfa986bdd,dbo.TRSProcessEarlyRedemAuthorization,,dbo,TRSProcessEarlyRedemAuthorization,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1183,subTRSPopulateSettlementEarlyRedem,3d910daa80cc60e9cceaf202fc12a1c4965e4243,dbo.TRSPopulateSettlementEarlyRedem,,dbo,TRSPopulateSettlementEarlyRedem,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1194,subTRSPopulateSettlementEarlyRedemByStatus,c139834c15c6baa3e4554713f37fb2a7980be01f,dbo.TRSPopulateSettlementEarlyRedemByStatus,,dbo,TRSPopulateSettlementEarlyRedemByStatus,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1207,subTRSProcessSettlementEarlyRedem,6d631a74aeb3e5b8d2b3415d8382d0338e7f009d,dbo.TRSProcessSettlementEarlyRedem,,dbo,TRSProcessSettlementEarlyRedem,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1221,ValidateNasabahDormantSettBankBeli,cbb112a3cdd46ab603a35796f2dd66a7f52e8af9,dbo.trs_ValidateNasabahDormantSettBankBeli,,dbo,trs_ValidateNasabahDormantSettBankBeli,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1241,subTRSPopulateSettlementTransaksiBankBeli,da35757e3767af6d60076bbb40cacbdf0d0d6173,dbo.TRSPopulateSettlementTransaksiBankBeli,,dbo,TRSPopulateSettlementTransaksiBankBeli,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1254,subTRSProcessSettlementTransaksiBankBeli,ef3521596b0174052bee3e1f370cf3b65684c883,dbo.TRSProcessSettlementTransaksiBankBeli,,dbo,TRSProcessSettlementTransaksiBankBeli,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,126,subtrs_ListSecurityMasterPending_TM,4d71776ec29d84d9a1d2be10e8f3b38f58c39162,dbo.trs_ListSecurityMasterPending_TM,,dbo,trs_ListSecurityMasterPending_TM,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1267,subTRSProcessSettlementTransaksiBankBeliFee,674fc47b7f61181b22a59e305dfe52113a30563a,dbo.TRSProcessSettlementTransaksiBankBeliFee,,dbo,TRSProcessSettlementTransaksiBankBeliFee,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1280,subTRSProcessSettlementTransaksiBankBeliPajak,8e02d346dd6714009d70d230bf7eb889d9bf54d4,dbo.TRSProcessSettlementTransaksiBankBeliPajak,,dbo,TRSProcessSettlementTransaksiBankBeliPajak,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1291,subTRSPopulateTransactionLink,a5205b423de4fcdc6d84096d6aa0e64b4533d22b,dbo.TRSPopulateTransactionLink,,dbo,TRSPopulateTransactionLink,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1303,subTRSPopulateParameterTrxBankBeli,893c2ff0d7b916be4f8e3ce5458177d612558b1c,dbo.TRSPopulateParameterSettlementTrxBankBeli,,dbo,TRSPopulateParameterSettlementTrxBankBeli,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1317,subTRSPopulatePTOSUpload,312c68153c4034593bf98dce8814d25f06787cca,dbo.TRSPopulatePTOSUpload,,dbo,TRSPopulatePTOSUpload,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1332,subTRSProcessPTOSUpload,8578f9cb2a3131fe9fd45320d72510759a69a38d,dbo.TRSProcessPTOSUpload,,dbo,TRSProcessPTOSUpload,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1344,subTRSPopulatePTOSUploadAuthen,065758a68c9e2ac6d8ce47dad5bbee2cc584dae3,dbo.TRSPopulatePTOSUploadAuthen,,dbo,TRSPopulatePTOSUploadAuthen,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1359,subTRSProcessPTOSUploadAuthen,84aeb92bd8d541843a4f18896efcb07a4828ead1,dbo.TRSProcessPTOSUploadAuthen,,dbo,TRSProcessPTOSUploadAuthen,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1373,subTRSPopulatePTOSUTrx,561973869eca63ecc0022753855df000335e83d7,dbo.TRSPopulatePTOSUTrx,,dbo,TRSPopulatePTOSUTrx,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,138,subtrs_ListColumnsTable,706df707f5b3c685db421fd52af0ae4bf1c4ce44,dbo.trs_ListColumnsTable,,dbo,trs_ListColumnsTable,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1386,subTRSProcessPTOSTrx,351c15306594fb362dce1cacebe2500223be292d,dbo.TRSProcessPTOSTrx,,dbo,TRSProcessPTOSTrx,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1402,columnsPTOSTransaksi_TR,9d76fc60c18f7382ac96c92b7d13211bc6134bec,dbo.trs_ListColumnsTable,,dbo,trs_ListColumnsTable,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1419,subTRSPopulatePTOSTtrxAuthen,6000acbb325adafc77a5ed41963ffed801c6010c,dbo.TRSPopulatePTOSTrxAuthen,,dbo,TRSPopulatePTOSTrxAuthen,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1433,subTRSProcessPTOSTrxAuthen,118245a2f9328777dd54a660ecc145664f27783e,dbo.TRSProcessPTOSTrxAuthen,,dbo,TRSProcessPTOSTrxAuthen,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1446,subTRSPTOSListProduk,16ec854fbba800ae4dc69dbee58d917a65034023,dbo.TRSPTOSlistProduk,,dbo,TRSPTOSlistProduk,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1459,subTRSProcessPTOSSecurityMaster,896a2fc24a459a75b610a95faf5a159e616aaa04,dbo.TRSProcessPTSOSecurityMaster,,dbo,TRSProcessPTSOSecurityMaster,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1465,subTRSPopulatePTOSSecurityMasterAuthen,422ab628945fa9be28d240263a6a96cf44f3ced6,dbo.TRSPopulatePTOSSecurityMasterAuthen,,dbo,TRSPopulatePTOSSecurityMasterAuthen,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1478,subTRSProcessPTOSSecurityMasterAuthen,3739bfee6c5c7914ca6982ed297d4897db592c6d,dbo.TRSProcessPTOSSecurityMasterAuthen,,dbo,TRSProcessPTOSSecurityMasterAuthen,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,149,subtrs_UpdateSecurityMaster_TM,03754a376ab698b6a2b07d5a9a6dfe9f2998ef80,dbo.trs_UpdateSecurityMaster_TM,,dbo,trs_UpdateSecurityMaster_TM,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1490,subTRSPopulatePTOSUCustomer,18e19e207c4d89af8285cf739c37fa8ef9f440ff,dbo.TRSPopulatePTOSCustomer_TM,,dbo,TRSPopulatePTOSCustomer_TM,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1506,columnsPTOSCustomer_TM,9d76fc60c18f7382ac96c92b7d13211bc6134bec,dbo.trs_ListColumnsTable,,dbo,trs_ListColumnsTable,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1525,subTRSProcessPTOSCustomer,7a6f16bf6ac4acfeaa2073e50ea4e0b71276ac01,dbo.TRSProcessPTOSCustomer_TM,,dbo,TRSProcessPTOSCustomer_TM,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1531,subTRSPopulatePTOSCustomerAuthen,83b2283544123b2c92a35e7a12cbd24800510d00,dbo.TRSPopulatePTOSCustomerAuthen,,dbo,TRSPopulatePTOSCustomerAuthen,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1544,subTRSProcessPTOSCustomerAuthen,4adce1cd84aa4a9a0d095c765f96ba46fa72bef1,dbo.TRSProcessPTOSCustomerAuthen,,dbo,TRSProcessPTOSCustomerAuthen,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1557,subTRSPopulatePTOSOuts,ab4e871996a7cb5978cc63044bee7a12baf7ee90,dbo.TRSPopulatePTOSOuts,,dbo,TRSPopulatePTOSOuts,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1570,subTRSProcessPTOSOuts,bd506b9407e5e245e2d11d97708308e65e9b10d8,dbo.TRSProcessPTOSOuts,,dbo,TRSProcessPTOSOuts,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1586,columnsPTOSOutstanding_TR,9d76fc60c18f7382ac96c92b7d13211bc6134bec,dbo.trs_ListColumnsTable,,dbo,trs_ListColumnsTable,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1603,subTRSPopulatePTOSOutAuthen,62d8b76af57d389680fb0649b13e4b8cad6377e2,dbo.TRSPopulatePTOSOutsAuthen,,dbo,TRSPopulatePTOSOutsAuthen,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,161,subtrs_InsertSecurityMaster_TM,6db76565eed6419bcd6896e79c6c6baef18356f8,dbo.trs_InsertSecurityMaster_TM,,dbo,trs_InsertSecurityMaster_TM,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1617,subTRSProcessPTOSOutsAuthen,6f3df20e0094213da03d2ccc133bcef2671471fe,dbo.TRSProcessPTOSOutsAuthen,,dbo,TRSProcessPTOSOutsAuthen,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1632,CheckIsThereAnyOrderCorrection,cb069841de04e53b96f42eb13774269086f60694,dbo.trs_CheckIsThereAnyOrderCorrection,,dbo,trs_CheckIsThereAnyOrderCorrection,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1651,CheckDiffNIKOrderHapusOriInpAppv,3d857cebb745360bfe7d65301aa33a356293a95d,dbo.trs_CheckDiffNIKOrderHapusOriInpAppv,,dbo,trs_CheckDiffNIKOrderHapusOriInpAppv,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1662,subTRSPopulateAmendAccrued,868dda074c76998eb7da95e8029fed70918b7652,dbo.TRSPopulateAmendAccrued,,dbo,TRSPopulateAmendAccrued,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1668,subTRSPopulateAmendAccruedAuthorization,2a9d68a38814ef3a35dd0ec142e4267a8e08474c,dbo.TRSPopulateAmendAccruedAuthorization,,dbo,TRSPopulateAmendAccruedAuthorization,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1682,subTRSPopulateTransactionBalanceForUpdate,9899dec80708b5c6c706c164cb7c5b3843d7f2db,dbo.TRSPopulateTransactionBalanceForUpdate,,dbo,TRSPopulateTransactionBalanceForUpdate,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1703,RecalculateAccrued,21052f4c12db09dd1a5c47a5f9c2d8b319fe80d5,dbo.TRSRetailReCalculateAccrued,,dbo,TRSRetailReCalculateAccrued,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,172,subtrs_SearchSecId,ca38b2b2dd3971e31178c743160ff23e8e8a91a0,dbo.trs_SearchSecId,,dbo,trs_SearchSecId,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1732,subTRSProcessAmmendAccrued,8d1ba805ad8277248e5108e3b5aea90acad6d893,dbo.TRSProcessAmendAccrued,,dbo,TRSProcessAmendAccrued,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1746,GetDataTransaction,5be3de6355b3d15e0fbd7ee02f953ca301d1d66d,dbo.trs_getDataTransaction,,dbo,trs_getDataTransaction,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1765,subTRSProcessUpdateTrxBankJual,b5676b69cced61b611c8a208dad281e6977824d2,dbo.TRSProcessUpdateTrxBankJual,,dbo,TRSProcessUpdateTrxBankJual,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1784,subTRSPopulateHapusTransaksiSuratBerharga,3c8224cdb1f1534ead01a669d11d328890441848,dbo.TRSPopulateHapusTransaksiSuratBerharga,,dbo,TRSPopulateHapusTransaksiSuratBerharga,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1803,subTRSProcessHapusTransaksiSuratBerharga,2ffb265cd680c60a00d67c058f1e1c6299ba0775,dbo.TRSProcessHapusTransaksiSuratBerharga,,dbo,TRSProcessHapusTransaksiSuratBerharga,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1809,subTRSPopulateHapusTransaksiSuratBerhargaAuthorization,335ad35503acea103c66fed076dda7830534bcd1,dbo.TRSPopulateHapusTransaksiSuratBerhargaAuthorizatio,,dbo,TRSPopulateHapusTransaksiSuratBerhargaAuthorizatio,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1821,subTRSRejectHapusTransaksiSuratBerharga,f5c5c3aae3edf5c4cb1115a00b3666c41f4b6acd,dbo.TRSRejectHapusTransaksiSuratBerharga,,dbo,TRSRejectHapusTransaksiSuratBerharga,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,184,subtrs_DeleteSecurityMaster_TM,bad430241c59d431ce6e0c329e7ff8a7773eef65,dbo.trs_DeleteSecurityMaster_TM,,dbo,trs_DeleteSecurityMaster_TM,false,false,exec,EXEC,true,false,false,
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1847,subTRSApproveHapusTransaksiSuratBerharga,abe17ec05856ad896caa6ba359016551f8adddd8,dbo.TRSApproveHapusTransaksiSuratBerharga,,dbo,TRSApproveHapusTransaksiSuratBerharga,false,false,exec,EXEC,true,false,false,
